no,inference_time,p_tar,nr_branch_edge,nr_branch_model,isTerminate
0,0.1471762657165527,0.8,2.0,5.0,0.0
1,0.120901346206665,0.8,2.0,5.0,0.0
2,0.1674509048461914,0.8,2.0,5.0,0.0
3,0.1497049331665039,0.8,2.0,5.0,0.0
4,0.1119379997253418,0.8,2.0,5.0,0.0
5,0.20377779006958,0.8,2.0,5.0,0.0
6,0.1124217510223388,0.8,2.0,5.0,0.0
7,0.1485171318054199,0.8,2.0,5.0,0.0
8,0.1116278171539306,0.8,2.0,5.0,0.0
9,0.1522362232208252,0.8,2.0,5.0,0.0
10,0.2228627204895019,0.8,2.0,5.0,0.0
11,0.1624746322631836,0.8,2.0,5.0,0.0
12,0.1106524467468261,0.8,2.0,5.0,0.0
13,0.2032628059387207,0.8,2.0,5.0,0.0
14,0.1340162754058838,0.8,2.0,5.0,0.0
15,0.1711988449096679,0.8,2.0,5.0,0.0
16,0.1398437023162841,0.8,2.0,5.0,0.0
17,0.152909517288208,0.8,2.0,5.0,0.0
18,0.0913867950439453,0.8,2.0,5.0,0.0
19,0.1398861408233642,0.8,2.0,5.0,0.0
20,0.1659755706787109,0.8,2.0,5.0,0.0
21,0.1516129970550537,0.8,2.0,5.0,0.0
22,0.1258797645568847,0.8,2.0,5.0,0.0
23,0.1355204582214355,0.8,2.0,5.0,0.0
24,0.1533653736114502,0.8,2.0,5.0,0.0
25,0.1335477828979492,0.8,2.0,5.0,0.0
26,0.1342494487762451,0.8,2.0,5.0,0.0
27,0.1424651145935058,0.8,2.0,5.0,0.0
28,0.2020506858825683,0.8,2.0,5.0,0.0
29,0.1608374118804931,0.8,2.0,5.0,0.0
30,0.1286990642547607,0.8,2.0,5.0,0.0
31,0.1428194046020507,0.8,2.0,5.0,0.0
32,0.1898791790008545,0.8,2.0,5.0,0.0
33,0.1453697681427002,0.8,2.0,5.0,0.0
34,0.1396079063415527,0.8,2.0,5.0,0.0
35,0.1939146518707275,0.8,2.0,5.0,0.0
