no,inference_time,p_tar,nr_branch_edge,nr_branch_model,isTerminate
0,0.1859123706817627,0.75,3.0,5.0,0.0
1,0.1625263690948486,0.75,3.0,5.0,0.0
2,0.2065467834472656,0.75,3.0,5.0,0.0
3,0.2030189037322998,0.75,3.0,5.0,0.0
4,0.139869213104248,0.75,3.0,5.0,0.0
5,0.2516584396362304,0.75,3.0,5.0,0.0
6,0.1321165561676025,0.75,3.0,5.0,0.0
7,0.171717882156372,0.75,3.0,5.0,0.0
8,0.1612524986267089,0.75,3.0,5.0,0.0
9,0.1732985973358154,0.75,3.0,5.0,0.0
10,0.261049747467041,0.75,3.0,5.0,0.0
11,0.1789567470550537,0.75,3.0,5.0,0.0
12,0.1385359764099121,0.75,3.0,5.0,0.0
13,0.2482547760009765,0.75,3.0,5.0,0.0
14,0.1668789386749267,0.75,3.0,5.0,0.0
15,0.2324540615081787,0.75,3.0,5.0,0.0
16,0.1629536151885986,0.75,3.0,5.0,0.0
17,0.1642951965332031,0.75,3.0,5.0,0.0
18,0.1075401306152343,0.75,3.0,5.0,0.0
19,0.1563284397125244,0.75,3.0,5.0,0.0
20,0.1785881519317627,0.75,3.0,5.0,0.0
21,0.1624131202697754,0.75,3.0,5.0,0.0
22,0.1309592723846435,0.75,3.0,5.0,0.0
23,0.1485519409179687,0.75,3.0,5.0,0.0
24,0.1776297092437744,0.75,3.0,5.0,0.0
25,0.158463716506958,0.75,3.0,5.0,0.0
26,0.1491749286651611,0.75,3.0,5.0,0.0
27,0.1720287799835205,0.75,3.0,5.0,0.0
28,0.1975493431091308,0.75,3.0,5.0,0.0
29,0.1779093742370605,0.75,3.0,5.0,0.0
30,0.15256929397583,0.75,3.0,5.0,0.0
31,0.1695492267608642,0.75,3.0,5.0,0.0
32,0.2052102088928222,0.75,3.0,5.0,0.0
33,0.1716818809509277,0.75,3.0,5.0,0.0
34,0.1602554321289062,0.75,3.0,5.0,0.0
35,0.1945154666900634,0.75,3.0,5.0,0.0
36,0.1621577739715576,0.75,3.0,5.0,0.0
37,0.1475405693054199,0.75,3.0,5.0,0.0
38,0.1760396957397461,0.75,3.0,5.0,0.0
39,0.1117830276489257,0.75,3.0,5.0,0.0
40,0.1621158123016357,0.75,3.0,5.0,0.0
41,0.2358286380767822,0.75,3.0,5.0,0.0
42,0.1533722877502441,0.75,3.0,5.0,0.0
43,0.1780574321746826,0.75,3.0,5.0,0.0
44,0.1786918640136718,0.75,3.0,5.0,0.0
45,0.1787774562835693,0.75,3.0,5.0,0.0
46,0.1779274940490722,0.75,3.0,5.0,0.0
47,0.1507208347320556,0.75,3.0,5.0,0.0
48,0.1939778327941894,0.75,3.0,5.0,0.0
49,0.2068233489990234,0.75,3.0,5.0,0.0
50,0.1701762676239013,0.75,3.0,5.0,0.0
51,0.1797163486480713,0.75,3.0,5.0,0.0
52,0.1848683357238769,0.75,3.0,5.0,0.0
53,0.1675417423248291,0.75,3.0,5.0,0.0
54,0.164034366607666,0.75,3.0,5.0,0.0
