no,inference_time,p_tar,nr_branch_edge,nr_branch_model,isTerminate
0,0.231290578842163,0.85,5.0,5.0,1.0
1,0.1759672164916992,0.85,5.0,5.0,1.0
2,0.2543432712554931,0.85,5.0,5.0,1.0
3,0.2178757190704345,0.85,5.0,5.0,0.0
4,0.1978688240051269,0.85,5.0,5.0,0.0
5,0.2935631275177002,0.85,5.0,5.0,0.0
6,0.1926417350769043,0.85,5.0,5.0,1.0
7,0.1927137374877929,0.85,5.0,5.0,1.0
8,0.161571979522705,0.85,5.0,5.0,1.0
9,0.1784062385559082,0.85,5.0,5.0,1.0
10,0.2872538566589355,0.85,5.0,5.0,1.0
11,0.1843836307525634,0.85,5.0,5.0,1.0
12,0.1667847633361816,0.85,5.0,5.0,1.0
13,0.3168303966522217,0.85,5.0,5.0,0.0
14,0.1845440864562988,0.85,5.0,5.0,1.0
15,0.2515788078308105,0.85,5.0,5.0,1.0
16,0.2495746612548828,0.85,5.0,5.0,1.0
17,0.3582375049591064,0.85,5.0,5.0,0.0
18,0.3936257362365722,0.85,5.0,5.0,1.0
19,0.2743897438049316,0.85,5.0,5.0,0.0
20,0.2741596698760986,0.85,5.0,5.0,0.0
21,0.2131543159484863,0.85,5.0,5.0,1.0
22,0.1628355979919433,0.85,5.0,5.0,0.0
23,0.2031164169311523,0.85,5.0,5.0,0.0
24,0.2327358722686767,0.85,5.0,5.0,1.0
25,0.2153599262237548,0.85,5.0,5.0,0.0
26,0.1872873306274414,0.85,5.0,5.0,1.0
27,0.2113502025604248,0.85,5.0,5.0,1.0
28,0.2595188617706299,0.85,5.0,5.0,1.0
29,0.2278439998626709,0.85,5.0,5.0,0.0
30,0.1973206996917724,0.85,5.0,5.0,1.0
31,0.214811086654663,0.85,5.0,5.0,0.0
32,0.2461986541748047,0.85,5.0,5.0,0.0
33,0.2100183963775634,0.85,5.0,5.0,1.0
34,0.2074213027954101,0.85,5.0,5.0,0.0
35,0.2461287975311279,0.85,5.0,5.0,1.0
36,0.1946370601654052,0.85,5.0,5.0,1.0
37,0.185044527053833,0.85,5.0,5.0,1.0
38,0.2321746349334716,0.85,5.0,5.0,0.0
39,0.1355235576629638,0.85,5.0,5.0,0.0
40,0.1933357715606689,0.85,5.0,5.0,1.0
41,0.291649580001831,0.85,5.0,5.0,1.0
42,0.1819348335266113,0.85,5.0,5.0,1.0
43,0.2237317562103271,0.85,5.0,5.0,0.0
44,0.225116491317749,0.85,5.0,5.0,1.0
45,0.2192037105560302,0.85,5.0,5.0,0.0
46,0.215879201889038,0.85,5.0,5.0,0.0
47,0.1756699085235595,0.85,5.0,5.0,1.0
48,0.2175269126892089,0.85,5.0,5.0,1.0
49,0.255728006362915,0.85,5.0,5.0,0.0
50,0.2048923969268798,0.85,5.0,5.0,0.0
51,0.1953585147857666,0.85,5.0,5.0,0.0
52,0.230569839477539,0.85,5.0,5.0,0.0
53,0.2055251598358154,0.85,5.0,5.0,0.0
54,0.2423806190490722,0.85,5.0,5.0,1.0
55,0.2077758312225341,0.85,5.0,5.0,1.0
56,0.3027863502502441,0.85,5.0,5.0,1.0
57,0.1787633895874023,0.85,5.0,5.0,1.0
58,0.2848725318908691,0.85,5.0,5.0,0.0
59,0.2221832275390625,0.85,5.0,5.0,1.0
60,0.1269533634185791,0.85,5.0,5.0,0.0
61,0.2148847579956054,0.85,5.0,5.0,0.0
62,0.1986160278320312,0.85,5.0,5.0,1.0
63,0.1188328266143798,0.85,5.0,5.0,1.0
64,0.2771129608154297,0.85,5.0,5.0,1.0
65,0.1992795467376709,0.85,5.0,5.0,1.0
66,0.2398788928985595,0.85,5.0,5.0,1.0
67,0.2032876014709472,0.85,5.0,5.0,1.0
68,0.2297487258911132,0.85,5.0,5.0,0.0
69,0.2372698783874511,0.85,5.0,5.0,0.0
70,0.2333495616912841,0.85,5.0,5.0,0.0
71,0.2284955978393554,0.85,5.0,5.0,1.0
72,0.2106595039367675,0.85,5.0,5.0,1.0
73,0.1813704967498779,0.85,5.0,5.0,1.0
74,0.281848669052124,0.85,5.0,5.0,0.0
75,0.2120575904846191,0.85,5.0,5.0,1.0
76,0.247488260269165,0.85,5.0,5.0,0.0
77,0.2041082382202148,0.85,5.0,5.0,1.0
78,0.199937105178833,0.85,5.0,5.0,1.0
79,0.1990683078765869,0.85,5.0,5.0,1.0
80,0.1186530590057373,0.85,5.0,5.0,0.0
81,0.1955225467681884,0.85,5.0,5.0,1.0
82,0.218473196029663,0.85,5.0,5.0,0.0
83,0.2249164581298828,0.85,5.0,5.0,1.0
84,0.1921093463897705,0.85,5.0,5.0,0.0
85,0.1834392547607422,0.85,5.0,5.0,0.0
86,0.1817924976348877,0.85,5.0,5.0,1.0
87,0.1627092361450195,0.85,5.0,5.0,1.0
88,0.2058937549591064,0.85,5.0,5.0,0.0
89,0.1700577735900879,0.85,5.0,5.0,1.0
90,0.1734170913696289,0.85,5.0,5.0,1.0
91,0.1720526218414306,0.85,5.0,5.0,1.0
92,0.1137359142303466,0.85,5.0,5.0,0.0
93,0.1604018211364746,0.85,5.0,5.0,1.0
94,0.2172000408172607,0.85,5.0,5.0,0.0
95,0.2538065910339355,0.85,5.0,5.0,0.0
96,0.1527779102325439,0.85,5.0,5.0,1.0
97,0.2835800647735595,0.85,5.0,5.0,0.0
98,0.2021851539611816,0.85,5.0,5.0,0.0
99,0.2278070449829101,0.85,5.0,5.0,0.0
100,0.1262557506561279,0.85,5.0,5.0,0.0
101,0.203963041305542,0.85,5.0,5.0,1.0
102,0.2238557338714599,0.85,5.0,5.0,0.0
103,0.2015414237976074,0.85,5.0,5.0,0.0
104,0.2260816097259521,0.85,5.0,5.0,0.0
105,0.1961514949798584,0.85,5.0,5.0,1.0
106,0.2353334426879882,0.85,5.0,5.0,1.0
107,0.1206502914428711,0.85,5.0,5.0,0.0
108,0.1180851459503173,0.85,5.0,5.0,1.0
109,0.1759703159332275,0.85,5.0,5.0,1.0
110,0.188683271408081,0.85,5.0,5.0,1.0
111,0.1622276306152343,0.85,5.0,5.0,0.0
112,0.20780611038208,0.85,5.0,5.0,1.0
113,0.1887075901031494,0.85,5.0,5.0,1.0
114,0.1545422077178955,0.85,5.0,5.0,0.0
115,0.1731307506561279,0.85,5.0,5.0,1.0
116,0.1554982662200927,0.85,5.0,5.0,0.0
117,0.2093141078948974,0.85,5.0,5.0,0.0
118,0.3452496528625488,0.85,5.0,5.0,0.0
119,0.1705336570739746,0.85,5.0,5.0,1.0
120,0.1848087310791015,0.85,5.0,5.0,1.0
121,0.1638834476470947,0.85,5.0,5.0,1.0
122,0.189577579498291,0.85,5.0,5.0,0.0
123,0.1147146224975586,0.85,5.0,5.0,1.0
124,0.2413086891174316,0.85,5.0,5.0,0.0
125,0.1911520957946777,0.85,5.0,5.0,1.0
126,0.160372257232666,0.85,5.0,5.0,0.0
127,0.2173712253570556,0.85,5.0,5.0,0.0
128,0.1871170997619629,0.85,5.0,5.0,1.0
129,0.1553442478179931,0.85,5.0,5.0,0.0
130,0.1816260814666748,0.85,5.0,5.0,0.0
131,0.195458173751831,0.85,5.0,5.0,1.0
132,0.170274019241333,0.85,5.0,5.0,0.0
133,0.140411376953125,0.85,5.0,5.0,1.0
134,0.2040033340454101,0.85,5.0,5.0,0.0
135,0.1855676174163818,0.85,5.0,5.0,0.0
136,0.1856253147125244,0.85,5.0,5.0,0.0
137,0.1801600456237793,0.85,5.0,5.0,0.0
138,0.277402400970459,0.85,5.0,5.0,1.0
139,0.2621552944183349,0.85,5.0,5.0,0.0
140,0.2057306766510009,0.85,5.0,5.0,1.0
141,0.1740281581878662,0.85,5.0,5.0,1.0
142,0.1151270866394043,0.85,5.0,5.0,0.0
143,0.1682794094085693,0.85,5.0,5.0,1.0
144,0.2075526714324951,0.85,5.0,5.0,0.0
145,0.1604170799255371,0.85,5.0,5.0,0.0
146,0.1856212615966797,0.85,5.0,5.0,1.0
147,0.1982369422912597,0.85,5.0,5.0,1.0
148,0.1899166107177734,0.85,5.0,5.0,0.0
149,0.2144901752471923,0.85,5.0,5.0,0.0
150,0.1851744651794433,0.85,5.0,5.0,1.0
151,0.1630539894104004,0.85,5.0,5.0,1.0
152,0.1171512603759765,0.85,5.0,5.0,0.0
153,0.1526873111724853,0.85,5.0,5.0,0.0
154,0.1841490268707275,0.85,5.0,5.0,0.0
155,0.1154165267944336,0.85,5.0,5.0,1.0
156,0.1547861099243164,0.85,5.0,5.0,1.0
157,0.1669657230377197,0.85,5.0,5.0,1.0
158,0.1845514774322509,0.85,5.0,5.0,0.0
159,0.1833791732788086,0.85,5.0,5.0,1.0
160,0.1701266765594482,0.85,5.0,5.0,0.0
161,0.1677122116088867,0.85,5.0,5.0,1.0
162,0.153799295425415,0.85,5.0,5.0,0.0
163,0.1187951564788818,0.85,5.0,5.0,0.0
164,0.1675045490264892,0.85,5.0,5.0,1.0
165,0.2312908172607422,0.85,5.0,5.0,1.0
166,0.216989517211914,0.85,5.0,5.0,1.0
167,0.1529786586761474,0.85,5.0,5.0,1.0
168,0.1811552047729492,0.85,5.0,5.0,0.0
